dataset,workload,seed,tape_sha256,total_tasks,tasks_with_legal_candidate,comparable_tasks,excluded_lt_two_candidates,excluded_no_legal_candidate,candidate_bids,zero_reserve_bids,min_reserve_bid,max_reserve_bid,pasi_payment,qim_payment,csopt_payment,pasi_pps,qim_pps,csopt_pps,pasi_mean_quality,qim_mean_quality,csopt_mean_quality,qim_csopt_equivalent_slots,evaluated_slots,qim_csopt_max_abs_payment_gap,pasi_ir_violations,qim_ir_violations,csopt_ir_violations,pasi_qos_violations,qim_qos_violations,csopt_qos_violations,elapsed_seconds,pasi_minus_qim_pps,pasi_minus_csopt_pps
GeoLife,low,29,178485b6fd3f57639c5a66dccf9f27dfeb195c4c9f5cc15715a6e2768809fe1c,1206,1009,406,603,197,1054,376,0.0,0.28387577538355785,81.98294436805016,28.574187363215508,28.574187363215508,0.2019284344040644,0.07037977183058007,0.07037977183058007,0.868126060270991,0.868126060270991,0.868126060270991,626,626,1.6653345369377348e-16,0,0,0,0,0,0,5.81538489999366,0.13154866257348435,0.13154866257348435
GeoLife,low,30,f2d000e5d3b4a284eabbf826bcea7ccfa46feb09acc99a7290b05a77fd7c3c92,1206,1012,394,618,194,1013,367,0.0,0.290280992752412,78.84355656684643,23.8154695341805,23.8154695341805,0.20011054966204678,0.06044535414766625,0.06044535414766625,0.86782694794885,0.86782694794885,0.86782694794885,626,626,1.1102230246251565e-16,0,0,0,0,0,0,5.898191699991003,0.13966519551438053,0.13966519551438053
GeoLife,medium,1,d68535dfebf0accf3e142f7441e51fb90191ecc3e35f69606cf785b181ddc0df,2464,1730,476,1254,734,1094,335,0.0,0.25658407226823593,134.10776770331256,42.331246306928406,42.331246306928406,0.2817390077800684,0.08893118972043783,0.08893118972043783,0.8643765825789653,0.8643765825789653,0.8643765825789653,637,637,1.1102230246251565e-16,0,0,0,0,0,0,6.534832099991036,0.19280781805963054,0.19280781805963054
GeoLife,medium,2,ba8b4d58929746e360f8ff0432864b45ab68118131b9063d038bc90a9ce1d653,2464,1772,472,1300,692,1079,458,0.0,0.2615810742297905,94.72158512291892,28.347318082852595,28.347318082852595,0.20068132441296382,0.060057877294179225,0.060057877294179225,0.8673327358981991,0.8673327358981991,0.8673327358981991,643,643,5.551115123125783e-17,0,0,0,0,0,0,6.321694400001434,0.1406234471187846,0.1406234471187846
GeoLife,medium,3,bb85ee693b028f4c17b6aab755f41254dba6a356df3323c5a322bcd91865e453,2464,1790,472,1318,674,1095,199,0.0,0.29371471936402893,128.85344428401396,45.46176685104109,45.46176685104109,0.2729945853474872,0.09631730265051079,0.09631730265051079,0.8631323726359926,0.8631323726359925,0.8631323726359926,645,645,1.1102230246251565e-16,0,0,0,0,0,0,6.359616500005359,0.1766772826969764,0.1766772826969764
GeoLife,medium,4,36f6d739a5c063aa28dcfea5d489b8f6f02e76a61f73c5f5e55550b43074b257,2464,1805,466,1339,659,1069,403,0.0,0.29845630349259783,106.94437378907091,34.9934737688648,34.9934737688648,0.22949436435422943,0.07509329134949529,0.07509329134949529,0.8666699442367936,0.8666699442367936,0.8666699442367936,647,647,1.1102230246251565e-16,0,0,0,0,0,0,6.297430400009034,0.15440107300473416,0.15440107300473416
GeoLife,medium,5,44d7d5f39e82a6ea9f6181e11ee1b548f1ccc122975c5dd9d3cba3c83bf656a8,2464,1777,476,1301,687,1094,476,0.0,0.2894593181000357,97.88090484898703,36.12276311702627,36.12276311702627,0.2056321530440904,0.07588815780887871,0.07588815780887871,0.864438647104071,0.864438647104071,0.864438647104071,645,645,1.1102230246251565e-16,0,0,0,0,0,0,6.28426450000552,0.12974399523521168,0.12974399523521168
GeoLife,medium,6,9d99f14173a50befc44185d38a07c802c168b6db8fcc0bccabe4f9d99458705b,2464,1746,472,1274,718,1098,424,0.0,0.25948946059823047,97.11200866028919,27.815096324110222,27.815096324110222,0.20574578105993474,0.05893028882226742,0.05893028882226742,0.8655154569610103,0.8655154569610103,0.8655154569610103,635,635,1.6653345369377348e-16,0,0,0,0,0,0,6.281958699997631,0.14681549223766732,0.14681549223766732
GeoLife,medium,7,2ac0720f9b1319e5f443aaac89d9eb97dd411b30c38c209fda437a5a96d7588c,2464,1801,456,1345,663,1049,421,0.0,0.2105246902902525,88.65566201589849,26.364102157319522,26.364102157319522,0.19442031143837388,0.05781601350289369,0.05781601350289369,0.8613406847226187,0.8613406847226187,0.8613406847226187,647,647,5.551115123125783e-17,0,0,0,0,0,0,6.108073199997307,0.13660429793548018,0.13660429793548018
GeoLife,medium,8,5f132e3e444c8b92b255fc48d8702b8da70b71a98fff8ac80b642028f4226bac,2464,1803,468,1335,661,1091,484,0.0,0.29357794387339853,94.53949484535968,29.06347116993667,29.06347116993667,0.20200746761828992,0.062101434123796304,0.062101434123796304,0.8686055903186958,0.8686055903186958,0.8686055903186958,650,650,1.1102230246251565e-16,0,0,0,0,0,0,6.086930800011032,0.1399060334944936,0.1399060334944936
GeoLife,medium,9,015805e963a11011b1754c8f9c50c02dac7f4e74bdfb6561dcb91055126e1af0,2464,1779,466,1313,685,1087,446,0.0,0.28086434205914973,124.66952713328348,31.157787394747075,31.157787394747075,0.26753117410575855,0.06686220470975768,0.06686220470975768,0.8704348601631269,0.8704348601631269,0.8704348601631269,642,642,2.220446049250313e-16,0,0,0,0,0,0,6.055177599992021,0.20066896939600087,0.20066896939600087
GeoLife,medium,10,5f92b19092781818dfb2dcbfaa67f8e19188f9993cc9ded4d9361e837fbe619c,2464,1772,478,1294,692,1112,356,0.0,0.25994250979062866,107.51502181364631,30.641905361612952,30.641905361612952,0.22492682387792115,0.06410440452220283,0.06410440452220283,0.8654579399537802,0.8654579399537802,0.8654579399537802,647,647,5.551115123125783e-17,0,0,0,0,0,0,6.0002532999933464,0.16082241935571834,0.16082241935571834
GeoLife,medium,11,0126a7cf026c062d2a9aa458d3f380ce154efdae2cc92353b76dccef912e9d40,2464,1743,466,1277,721,1073,365,0.0,0.25203178838654255,103.41460426052883,30.533079235419404,30.533079235419404,0.22191975163203612,0.06552162926055666,0.06552162926055666,0.8635871413848356,0.8635871413848356,0.8635871413848356,651,651,5.551115123125783e-17,0,0,0,0,0,0,6.171173700000509,0.15639812237147946,0.15639812237147946
GeoLife,medium,12,e87160f6e103f416e95d5bbac819eee4ab6324f44766b476aee49b6ef2515362,2464,1768,464,1304,696,1066,309,0.0,0.2484843173942404,116.71099261327092,37.637835042979766,37.637835042979766,0.25153231166653217,0.08111602379952536,0.08111602379952536,0.8658834738565239,0.8658834738565239,0.8658834738565239,642,642,1.1102230246251565e-16,0,0,0,0,0,0,6.03398800001014,0.1704162878670068,0.1704162878670068
GeoLife,medium,13,e3f89fe4d57f19169653fd62a5426deef0081996ba5cc2c2adcc19b7b9d855ca,2464,1767,458,1309,697,1066,359,0.0,0.2663753437788472,118.47800742589543,40.60749910487628,40.60749910487628,0.2586856057333961,0.08866266180103992,0.08866266180103992,0.8664470719551958,0.8664470719551958,0.8664470719551958,649,649,1.6653345369377348e-16,0,0,0,0,0,0,5.796646199989482,0.17002294393235617,0.17002294393235617
GeoLife,medium,14,8444d8f9ba1a572e4b33bcf701af5a0a444510fd62b124d9c22a9cad9f260304,2464,1786,462,1324,678,1076,408,0.0,0.2316138290168853,95.0701587571436,29.338482577123926,29.33848257712393,0.20577956440940173,0.06350320904139378,0.06350320904139378,0.8681660616873442,0.8681660616873442,0.8681660616873442,650,650,5.551115123125783e-17,0,0,0,0,0,0,5.888153700012481,0.14227635536800795,0.14227635536800795
GeoLife,medium,15,174a697360c7c20d66b7c6544b9cf13df39b0dd57a25506a866f7e260904101f,2464,1789,456,1333,675,1063,270,0.0,0.24580151352552326,126.81661857096047,38.20666216815091,38.20666216815091,0.2781066196731589,0.08378653984243621,0.08378653984243621,0.8659581690354416,0.8659581690354416,0.8659581690354416,649,649,1.1102230246251565e-16,0,0,0,0,0,0,5.741950099996757,0.1943200798307227,0.1943200798307227
GeoLife,medium,16,6774b773abda15287b5663bfbcd9c1c484a0f084e8fda9e5e3a3a570517c616e,2464,1786,464,1322,678,1065,284,0.0,0.23709381841498642,133.37131337739677,40.524408609176405,40.524408609176405,0.28743817538232064,0.08733708751977673,0.08733708751977673,0.862346040702751,0.862346040702751,0.862346040702751,651,651,1.1102230246251565e-16,0,0,0,0,0,0,5.751189599992358,0.2001010878625439,0.2001010878625439
GeoLife,medium,17,af14f5070554010ef0528146d6644804d964e092d38665da8eff5a09af8b2027,2464,1772,453,1319,692,1048,357,0.0,0.28830772393614346,106.47052761696327,36.08714205866891,36.08714205866891,0.23503427730013965,0.07966256525092474,0.07966256525092474,0.8666841669768837,0.8666841669768837,0.8666841669768837,641,641,1.1102230246251565e-16,0,0,0,0,0,0,5.6596299999946496,0.1553717120492149,0.1553717120492149
GeoLife,medium,18,f2285344a2709631248c79fe6736d3585522f5726bdadc98c433d637538fa3ad,2464,1825,472,1353,639,1097,459,0.0,0.28251706212796984,94.8721660288939,27.98356926479142,27.98356926479142,0.20100035175613115,0.05928722301862589,0.05928722301862589,0.8658775047754877,0.8658775047754877,0.8658775047754877,646,646,5.551115123125783e-17,0,0,0,0,0,0,5.676768099991023,0.14171312873750525,0.14171312873750525
GeoLife,medium,19,50c2dc4ac1b4d7d107875a323f1e69b04704d9a92675ec63ab5e4e1b7c8ed561,2464,1795,473,1322,669,1072,392,0.0,0.23103429945368048,106.29194334925612,30.791620886780926,30.791620886780926,0.22471869629863872,0.0650985642426658,0.0650985642426658,0.8702092498215258,0.8702092498215258,0.8702092498215258,645,645,5.551115123125783e-17,0,0,0,0,0,0,5.76582819999021,0.15962013205597292,0.15962013205597292
GeoLife,medium,20,3a097cee0266f552b4ce2b880ad95ad180f71dbe979ceaf313f23399852ac759,2464,1766,472,1294,698,1095,313,0.0,0.27288363603057403,114.35481080696795,39.03502405493293,39.03502405493293,0.24227714154018634,0.08270132215028164,0.08270132215028164,0.8630556933847099,0.8630556933847099,0.8630556933847099,647,647,5.551115123125783e-17,0,0,0,0,0,0,5.680522800001199,0.1595758193899047,0.1595758193899047
GeoLife,medium,21,6a7cd04ad34d870f7d5afd6c6c52a8e53f09fdcfeefd2a55932a753f7873b04f,2464,1757,453,1304,707,1065,427,0.0,0.2238062998121656,90.20151462398823,26.752681690746023,26.752681690746023,0.19912034133330736,0.059056692474053034,0.059056692474053034,0.8675948764966509,0.8675948764966509,0.8675948764966509,641,641,5.551115123125783e-17,0,0,0,0,0,0,5.583253999997396,0.14006364885925432,0.14006364885925432
GeoLife,medium,22,9668d404411ff5831e78dc7c86a8e016fa397c3193a55e035cd9221091fe00dc,2464,1756,463,1293,708,1075,442,0.0,0.2506533004265005,93.94239882406222,31.80547130711058,31.80547130711058,0.20289934951201344,0.06869432247756065,0.06869432247756065,0.8644324974011837,0.8644324974011837,0.8644324974011837,648,648,1.1102230246251565e-16,0,0,0,0,0,0,5.512626800002181,0.1342050270344528,0.1342050270344528
GeoLife,medium,23,c2a87110c2dc07a8431ef392ab3c8ed5aa3fa0dda65a07bc37e34e72a64d66a9,2464,1768,463,1305,696,1084,359,0.0,0.26081737449980746,109.15277963990508,35.6961691701478,35.6961691701478,0.2357511439306805,0.07709755760291101,0.07709755760291101,0.867096791880854,0.867096791880854,0.867096791880854,647,647,1.1102230246251565e-16,0,0,0,0,0,0,5.6245479000062915,0.1586535863277695,0.1586535863277695
GeoLife,medium,24,e39acaa04ed384a3f608d86b89cf4a3158b517e37e1950bdd0c8f74bc0c96d4c,2464,1729,467,1262,735,1081,427,0.0,0.2462508575061309,103.51836434240334,31.10891876447765,31.10891876447765,0.22166673306724485,0.06661438707596927,0.06661438707596927,0.8617869247271324,0.8617869247271324,0.8617869247271324,647,647,5.551115123125783e-17,0,0,0,0,0,0,5.741315599996597,0.1550523459912756,0.1550523459912756
GeoLife,medium,25,3533b1c2b5b09c197d2e1457cf3b769e307a9d5d608dda6f6c8983e2f045f839,2464,1783,470,1313,681,1072,294,0.0,0.2788909112957196,115.66288188824174,38.034893519212716,38.034893519212716,0.2460912380600888,0.08092530536002705,0.08092530536002705,0.8671960556728115,0.8671960556728115,0.8671960556728115,643,643,5.551115123125783e-17,0,0,0,0,0,0,5.779248200007714,0.16516593270006175,0.16516593270006175
GeoLife,medium,26,8f0148a3ec7d80d63db37eae45b556907e4fdf929c5b73927bfce0a886f5abf8,2464,1804,475,1329,660,1094,408,0.0,0.22106445295957494,121.75202740621708,28.978828540062594,28.97882854006259,0.2563200576972991,0.0610080600843423,0.06100806008434229,0.8684164665689666,0.8684164665689666,0.8684164665689666,646,646,1.1102230246251565e-16,0,0,0,0,0,0,5.933238300000085,0.1953119976129568,0.1953119976129568
GeoLife,medium,27,c5e25a0e3b2f957731f70dfa4cf5f7706112207b4c9a4d8a13334ea64982cb6b,2464,1783,461,1322,681,1055,377,0.0,0.2522872312671851,96.27403674469997,33.1363446998097,33.1363446998097,0.20883738990173528,0.0718792726677,0.0718792726677,0.8654212984182789,0.8654212984182789,0.8654212984182789,649,649,1.1102230246251565e-16,0,0,0,0,0,0,5.869897099997615,0.13695811723403528,0.13695811723403528
GeoLife,medium,28,73865727a1fad4ed38d465ad1ffd2b7ed822cd83a10b479753b7c1b43c69d02e,2464,1800,462,1338,664,1074,224,0.0,0.23394707142165486,127.63190449062503,38.220524974087944,38.220524974087944,0.2762595335294914,0.08272840903482238,0.08272840903482238,0.8660623502582926,0.8660623502582926,0.8660623502582926,653,653,1.1102230246251565e-16,0,0,0,0,0,0,5.891249400010565,0.19353112449466903,0.19353112449466903
GeoLife,medium,29,dcdc68d7309eb729083704b9e9fd85b196e54357d033099cb0f3bd875ae9bb20,2464,1774,459,1315,690,1052,456,0.0,0.28470863651946937,92.96590748571136,27.55740823230004,27.55740823230004,0.20254010345470883,0.06003792643202623,0.06003792643202623,0.872506724816634,0.872506724816634,0.872506724816634,647,647,5.551115123125783e-17,0,0,0,0,0,0,5.6876049999991665,0.14250217702268259,0.14250217702268259
GeoLife,medium,30,50016dbc9840657a281a6bfbcb5f29ecc5c5b3adbec7e2a4f4282556eadae4d4,2464,1757,457,1300,707,1059,454,0.0,0.29058869509015955,94.11414446091813,28.310288093507992,28.310288093507992,0.20593904696043352,0.06194811399017066,0.06194811399017066,0.8659972805118556,0.8659972805118556,0.8659972805118556,646,646,1.1102230246251565e-16,0,0,0,0,0,0,5.703247800003737,0.14399093297026286,0.14399093297026286
