seed,half_width,scenario,profile,run_id,n_episodes,tasks,assigned,qualified,coverage,qualified_coverage,qos_violations,qos_violation_rate,ir_violations,ir_violation_rate,target_violations,payment,pps,reserved_budget,available_budget,reservation_minus_settlement,slots_reservation_exceeds_budget,slots_settlement_exceeds_reservation,selected_contracts_settlement_exceeds_reserve,min_selected_objective_utility,information_checks,information_mismatches,max_decision_cost_drift,certificate_slots,certificate_failures,run_status,diagnostic_issues,event_tape_hash,spatial_graph_sha256,config_sha256,contract_protocol_version,decision_cost_basis,runtime_seconds,evaluation_protocol_version,settlement_cost_basis,robust_ir_policy,guarantee_scope,service_outcome_status,execution_status,settlement_over_reservation_slots,settlement_over_available_budget_slots,reservation_over_available_budget_slots,population_risk_certified,core_sha256,runner_sha256,contract_D_bar,matching_budget_ratio,design_physical_ceiling,design_ceiling_residual,slots_above_design_ceiling,slots_below_design_ceiling,ceiling_scope
9,0.3,down_step,frozen_point,r56_seed009__down_step__frozen_point,1,1777,1390,1127,0.7822172200337648,0.6342149690489589,263,0.1892086330935251,0,0.0,0,466.9475453512436,0.335933485864204,492.0032101006766,19938.685615156748,25.05566474943305,0,0,0,0.0320666796052335,12024,0,0.0,5,0,failed,"[""QoS violations: 263""]",b7025e229f1d2d31f6c2df64bf4b24a1197cedff905b69f359300e0b7c2a375b,b81da72a1a91603547b6653c656bf94ba0ca4367f82f2a8478e93464f7deb60b,2c447c14891b490eec2ddb9e73e556eb47ec5682e28f0ef5ef1a212b679701c0,r51-free-action-design-only-v1,design_expected_payment,3.61308519999875,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1390,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
9,0.3,up_step,frozen_point,r56_seed009__up_step__frozen_point,1,1777,1390,1390,0.7822172200337648,0.7822172200337648,0,0.0,0,0.0,760,497.574395939094,0.3579671913230892,490.31810993315605,19938.685615156748,-7.256286005937909,0,246,760,0.0841748942207786,12024,0,0.0,5,0,failed,"[""a_star < a_target on 760 assigned pairs""]",b7025e229f1d2d31f6c2df64bf4b24a1197cedff905b69f359300e0b7c2a375b,b81da72a1a91603547b6653c656bf94ba0ca4367f82f2a8478e93464f7deb60b,2c447c14891b490eec2ddb9e73e556eb47ec5682e28f0ef5ef1a212b679701c0,r51-free-action-design-only-v1,design_expected_payment,3.577032599998347,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,246,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1390,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
10,0.3,down_step,frozen_point,r56_seed010__down_step__frozen_point,1,1777,1396,1133,0.7855936972425436,0.6375914462577378,263,0.1883954154727793,0,0.0,0,356.6433578587729,0.255475184712588,376.7434989653967,19984.84671406278,20.100141106623823,0,0,0,0.0313131928976027,12024,0,0.0,5,0,failed,"[""QoS violations: 263""]",03051b2e26fd33f2c9196b83f087734aab91744200ceaedc763369c7ac6ad906,414330fb34d1ad6c134a6d8dc56a936422dcf13bc1be84fce307027f98c6d04d,a50bb21ce080459b77bffcc84d61dd7bdb919bb789b3e8bb74ee4be7d2241bb2,r51-free-action-design-only-v1,design_expected_payment,3.5629241000060574,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1396,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
10,0.3,up_step,frozen_point,r56_seed010__up_step__frozen_point,1,1777,1396,1396,0.7855936972425436,0.7855936972425436,0,0.0,0,0.0,760,381.0167378676938,0.2729346259797233,375.3219435000004,19984.84671406278,-5.694794367693362,0,251,760,0.0313131928976027,12024,0,0.0,5,0,failed,"[""a_star < a_target on 760 assigned pairs""]",03051b2e26fd33f2c9196b83f087734aab91744200ceaedc763369c7ac6ad906,414330fb34d1ad6c134a6d8dc56a936422dcf13bc1be84fce307027f98c6d04d,a50bb21ce080459b77bffcc84d61dd7bdb919bb789b3e8bb74ee4be7d2241bb2,r51-free-action-design-only-v1,design_expected_payment,3.70109140000568,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,251,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1396,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,down_step,frozen_point,r56_seed011__down_step__frozen_point,1,1777,1355,1107,0.7625211029825548,0.6229600450196962,248,0.1830258302583025,1,0.0007380073800738,0,388.39553476298136,0.2866387710427907,409.30161704411233,19988.29793074326,20.906082281130978,0,0,0,0.0048179819843966,12024,0,0.0,5,0,failed,"[""IR violations: 1"",""QoS violations: 248""]",4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,5d7715c3582242608526e1fcc24cab348745e259796c30062a02f36a3480cf84,r51-free-action-design-only-v1,design_expected_payment,3.719983299997693,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1355,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
11,0.3,up_step,frozen_point,r56_seed011__up_step__frozen_point,1,1777,1355,1355,0.7625211029825548,0.7625211029825548,0,0.0,0,0.0,734,413.76202676676616,0.3053594293481669,407.9442990501822,19988.29793074326,-5.817727716583931,0,250,733,0.0274478023759088,12024,0,0.0,5,0,failed,"[""a_star < a_target on 734 assigned pairs""]",4b2fe588fb753a114ad93ab8242cc08d51934dab841b3db8540b08727d1f57c8,1a895b68c1d6fd9b38e1dd5a73d67a1fb09950e21b4b614b2fa6aa378c9d286f,5d7715c3582242608526e1fcc24cab348745e259796c30062a02f36a3480cf84,r51-free-action-design-only-v1,design_expected_payment,3.891181400002097,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,250,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1355,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,down_step,frozen_point,r56_seed012__down_step__frozen_point,1,1777,1378,1123,0.7754642656162071,0.6319639842431064,255,0.1850507982583454,0,0.0,0,408.2157255778267,0.2962378269795549,430.909378220921,19908.245507208125,22.69365264309431,0,0,0,0.0536268581642109,12024,0,0.0,5,0,failed,"[""QoS violations: 255""]",491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,0bb04fa9c9f6fc455f23114dc57226a5dfc7d491aa25d95c76995b4b7834c7a4,r51-free-action-design-only-v1,design_expected_payment,3.798201900004642,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1378,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
12,0.3,up_step,frozen_point,r56_seed012__up_step__frozen_point,1,1777,1378,1378,0.7754642656162071,0.7754642656162071,0,0.0,0,0.0,751,435.936911600518,0.3163547979684455,429.6513860859511,19908.245507208125,-6.285525514566871,0,242,751,0.0536268581642109,12024,0,0.0,5,0,failed,"[""a_star < a_target on 751 assigned pairs""]",491b3cd3915ecd3a7fc7016146d5b9f98e88183ce76e1cf50c4cbd3e07df45d6,2fce02875d2bbf7302104fe15f74a902813d09e8bb7ec0e8170e7c3ecfdae02a,0bb04fa9c9f6fc455f23114dc57226a5dfc7d491aa25d95c76995b4b7834c7a4,r51-free-action-design-only-v1,design_expected_payment,3.852254299999913,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,242,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1378,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,down_step,frozen_point,r56_seed013__down_step__frozen_point,1,1777,1365,1114,0.7681485649971863,0.6268992684299382,251,0.1838827838827839,0,0.0,0,510.0651384112706,0.3736740940741909,538.7070596836796,20017.205649629894,28.64192127240904,0,0,0,0.0333130146594886,12024,0,0.0,5,0,failed,"[""QoS violations: 251""]",be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,0af85bfc04ba73df9a631124018d466e96d2967e43843bdbe2ca5d9dcfc17763,r51-free-action-design-only-v1,design_expected_payment,3.855024200005573,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,0,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1365,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
13,0.3,up_step,frozen_point,r56_seed013__up_step__frozen_point,1,1777,1365,1365,0.7681485649971863,0.7681485649971863,0,0.0,0,0.0,742,545.9891213400876,0.3999920302857785,537.7310168701475,20017.205649629894,-8.258104469940122,0,248,739,0.0638893547891915,12024,0,0.0,5,0,failed,"[""a_star < a_target on 742 assigned pairs""]",be3204f9d9f0e0769c2267a051d05091a681404e5053abdaa0940439740b662b,823b33f6f3775362cf5df849e891c4378fb482d1166fd14bcd56d252d440f9d5,0af85bfc04ba73df9a631124018d466e96d2967e43843bdbe2ca5d9dcfc17763,r51-free-action-design-only-v1,design_expected_payment,3.995334699997329,r53-service-outcomes-v1,objective_expected_payment_at_executed_response,design_response_ir,nominal_model_only_no_current_response_robust_guarantee,violated,completed,248,0,0,False,ffa937f3a51565ce6ef916575ae3965b1ddc3a7501d45745ff113b51cb363fe5,d1acf522a0b674e4d35c5387b40bdfcef2c5618311aada2f72c24673c687c00f,50.0,3.5,1365,0,0,0,design physical graph; nominal bound is not a guarantee at perturbed true response
